guest,hotel,priority
guest_1038,hotel_105,12
guest_1038,hotel_193,13
guest_1038,hotel_115,14
guest_1038,hotel_141,15
guest_1038,hotel_185,16
guest_1038,hotel_124,17
guest_1038,hotel_261,18
guest_1038,hotel_272,19
guest_1038,hotel_110,20
guest_1038,hotel_37,21
guest_1038,hotel_27,22
guest_1038,hotel_358,23
guest_1038,hotel_146,24
guest_1038,hotel_274,25
guest_1038,hotel_368,26
guest_1038,hotel_382,27
guest_1038,hotel_376,28
guest_1038,hotel_11,29
guest_1038,hotel_171,30
guest_1038,hotel_328,31
guest_1038,hotel_75,32
guest_1038,hotel_395,33
guest_1038,hotel_214,34
guest_1038,hotel_121,35
guest_1038,hotel_79,36
guest_1039,hotel_363,1
guest_1039,hotel_294,2
guest_1039,hotel_7,3
guest_1039,hotel_284,4
guest_1039,hotel_275,5
guest_1039,hotel_125,6
guest_1039,hotel_56,7
guest_1039,hotel_254,8
guest_1039,hotel_18,9
guest_1039,hotel_398,10
guest_1039,hotel_327,11
guest_1039,hotel_178,12
guest_1039,hotel_27,13
guest_1039,hotel_72,14
guest_1039,hotel_123,15
guest_1039,hotel_22,16
guest_1039,hotel_23,17
guest_1039,hotel_104,18
guest_1039,hotel_320,19
guest_1039,hotel_158,20
guest_1039,hotel_289,21
guest_1039,hotel_50,22
guest_1039,hotel_170,23
guest_1039,hotel_40,24
guest_1039,hotel_250,25
guest_1039,hotel_380,26
guest_1039,hotel_258,27
guest_1039,hotel_37,28
guest_1039,hotel_342,29
guest_1039,hotel_187,30
guest_1039,hotel_387,31
guest_1039,hotel_339,32
guest_1039,hotel_159,33
guest_1039,hotel_382,34
guest_1039,hotel_192,35
guest_1039,hotel_357,36
guest_1039,hotel_384,37
guest_1039,hotel_262,38
guest_1039,hotel_62,39
guest_1039,hotel_76,40
guest_1039,hotel_4,41
guest_1039,hotel_216,42
guest_1039,hotel_35,43
guest_1039,hotel_145,44
guest_1039,hotel_133,45
guest_104,hotel_331,1
guest_104,hotel_351,2
guest_104,hotel_296,3
guest_104,hotel_299,4
guest_104,hotel_70,5
guest_104,hotel_115,6
guest_104,hotel_145,7
guest_104,hotel_330,8
guest_104,hotel_336,9
guest_104,hotel_45,10
guest_104,hotel_92,11
guest_104,hotel_51,12
guest_104,hotel_50,13
guest_104,hotel_147,14
guest_104,hotel_154,15
guest_104,hotel_8,16
guest_104,hotel_326,17
guest_104,hotel_229,18
guest_104,hotel_198,19
guest_104,hotel_307,20
guest_104,hotel_344,21
guest_104,hotel_43,22
guest_104,hotel_38,23
guest_104,hotel_164,24
guest_104,hotel_397,25
guest_104,hotel_271,26
guest_104,hotel_66,27
guest_104,hotel_350,28
guest_104,hotel_257,29
guest_104,hotel_197,30
guest_104,hotel_251,31
guest_104,hotel_319,32
guest_104,hotel_15,33
guest_104,hotel_68,34
guest_104,hotel_346,35
guest_1040,hotel_313,1
guest_1040,hotel_276,2
guest_1040,hotel_325,3
guest_1040,hotel_386,4
guest_1040,hotel_10,5
guest_1040,hotel_359,6
guest_1040,hotel_156,7
guest_1040,hotel_233,8
guest_1040,hotel_210,9
guest_1040,hotel_334,10
guest_1040,hotel_295,11
guest_1040,hotel_331,12
guest_1040,hotel_262,13
guest_1040,hotel_287,14
guest_1040,hotel_83,15
guest_1040,hotel_351,16
guest_1040,hotel_102,17
guest_1040,hotel_77,18
guest_1040,hotel_140,19
guest_1040,hotel_36,20
guest_1040,hotel_260,21
guest_1040,hotel_70,22
guest_1040,hotel_198,23
guest_1040,hotel_185,24
guest_1040,hotel_170,25
guest_1040,hotel_239,26
guest_1040,hotel_197,27
guest_1040,hotel_25,28
guest_1040,hotel_138,29
guest_1041,hotel_31,1
guest_1041,hotel_283,2
guest_1041,hotel_282,3
guest_1041,hotel_297,4
guest_1041,hotel_230,5
guest_1041,hotel_173,6
guest_1041,hotel_343,7
guest_1041,hotel_241,8
guest_1041,hotel_123,9
guest_1041,hotel_100,10
guest_1041,hotel_389,11
guest_1041,hotel_233,12
guest_1041,hotel_238,13
guest_1041,hotel_62,14
guest_1041,hotel_349,15
guest_1041,hotel_196,16
guest_1041,hotel_347,17
guest_1041,hotel_3,18
guest_1041,hotel_45,19
guest_1041,hotel_140,20
guest_1041,hotel_20,21
guest_1041,hotel_214,22
guest_1041,hotel_40,23
guest_1041,hotel_96,24
guest_1041,hotel_388,25
guest_1041,hotel_307,26
guest_1041,hotel_29,27
guest_1041,hotel_159,28
guest_1041,hotel_177,29
guest_1041,hotel_166,30
guest_1041,hotel_110,31
guest_1041,hotel_71,32
guest_1041,hotel_242,33
guest_1041,hotel_311,34
guest_1041,hotel_97,35
guest_1041,hotel_216,36
guest_1041,hotel_279,37
guest_1041,hotel_191,38
guest_1041,hotel_345,39
guest_1042,hotel_79,1
guest_1042,hotel_206,2
guest_1042,hotel_198,3
guest_1042,hotel_33,4
guest_1042,hotel_73,5
guest_1042,hotel_94,6
guest_1042,hotel_378,7
guest_1042,hotel_86,8
guest_1042,hotel_265,9
guest_1042,hotel_327,10
guest_1042,hotel_16,11
guest_1042,hotel_301,12
guest_1042,hotel_143,13
guest_1042,hotel_182,14
guest_1042,hotel_345,15
guest_1042,hotel_146,16
guest_1042,hotel_144,17
guest_1042,hotel_193,18
guest_1042,hotel_396,19
guest_1042,hotel_317,20
guest_1042,hotel_1,21
guest_1042,hotel_52,22
guest_1042,hotel_220,23
guest_1042,hotel_279,24
guest_1042,hotel_380,25
guest_1042,hotel_167,26
guest_1042,hotel_309,27
guest_1042,hotel_178,28
guest_1042,hotel_121,29
guest_1042,hotel_329,30
guest_1042,hotel_386,31
guest_1042,hotel_80,32
guest_1043,hotel_162,1
guest_1043,hotel_323,2
guest_1043,hotel_360,3
guest_1043,hotel_326,4
guest_1043,hotel_1,5
guest_1043,hotel_161,6
guest_1043,hotel_347,7
guest_1043,hotel_158,8
guest_1043,hotel_209,9
guest_1043,hotel_36,10
guest_1043,hotel_88,11
guest_1043,hotel_72,12
guest_1043,hotel_153,13
guest_1043,hotel_351,14
guest_1043,hotel_332,15
guest_1043,hotel_225,16
guest_1043,hotel_211,17
guest_1043,hotel_163,18
guest_1043,hotel_375,19
guest_1043,hotel_274,20
guest_1043,hotel_395,21
guest_1043,hotel_6,22
guest_1043,hotel_311,23
guest_1043,hotel_103,24
guest_1043,hotel_237,25
guest_1043,hotel_224,26
guest_1043,hotel_86,27
guest_1043,hotel_143,28
guest_1043,hotel_400,29
guest_1044,hotel_93,1
guest_1044,hotel_295,2
guest_1044,hotel_151,3
guest_1044,hotel_394,4
guest_1044,hotel_375,5
guest_1044,hotel_23,6
guest_1044,hotel_303,7
guest_1044,hotel_189,8
guest_1044,hotel_317,9
guest_1044,hotel_237,10
guest_1044,hotel_153,11
guest_1044,hotel_366,12
guest_1044,hotel_16,13
guest_1044,hotel_190,14
guest_1044,hotel_241,15
guest_1044,hotel_342,16
guest_1044,hotel_178,17
guest_1044,hotel_57,18
guest_1044,hotel_254,19
guest_1044,hotel_24,20
guest_1044,hotel_29,21
guest_1044,hotel_245,22
guest_1044,hotel_118,23
guest_1044,hotel_105,24
guest_1044,hotel_307,25
guest_1044,hotel_99,26
guest_1044,hotel_171,27
guest_1044,hotel_71,28
guest_1044,hotel_385,29
guest_1044,hotel_213,30
guest_1044,hotel_58,31
guest_1044,hotel_300,32
guest_1044,hotel_185,33
guest_1044,hotel_285,34
guest_1045,hotel_154,1
guest_1045,hotel_339,2
guest_1045,hotel_398,3
guest_1045,hotel_39,4
guest_1046,hotel_364,1
guest_1046,hotel_113,2
guest_1046,hotel_56,3
guest_1046,hotel_90,4
guest_1046,hotel_302,5
guest_1046,hotel_178,6
guest_1046,hotel_67,7
guest_1046,hotel_204,8
guest_1046,hotel_379,9
guest_1046,hotel_80,10
guest_1046,hotel_168,11
guest_1046,hotel_132,12
guest_1046,hotel_279,13
guest_1046,hotel_306,14
guest_1046,hotel_353,15
guest_1046,hotel_165,16
guest_1046,hotel_161,17
guest_1046,hotel_22,18
guest_1046,hotel_143,19
guest_1046,hotel_305,20
guest_1046,hotel_69,21
guest_1046,hotel_151,22
guest_1046,hotel_284,23
guest_1047,hotel_297,1
guest_1047,hotel_158,2
guest_1047,hotel_80,3
guest_1047,hotel_287,4
guest_1047,hotel_319,5
guest_1047,hotel_274,6
guest_1047,hotel_379,7
guest_1047,hotel_281,8
guest_1047,hotel_361,9
guest_1047,hotel_213,10
guest_1047,hotel_358,11
guest_1048,hotel_206,1
guest_1048,hotel_364,2
guest_1048,hotel_291,3
guest_1048,hotel_189,4
guest_1048,hotel_386,5
guest_1048,hotel_323,6
guest_1048,hotel_148,7
guest_1048,hotel_18,8
guest_1048,hotel_2,9
guest_1048,hotel_121,10
guest_1048,hotel_146,11
guest_1048,hotel_131,12
guest_1048,hotel_373,13
guest_1048,hotel_50,14
guest_1048,hotel_94,15
guest_1048,hotel_290,16
guest_1048,hotel_16,17
guest_1048,hotel_70,18
guest_1048,hotel_96,19
guest_1048,hotel_354,20
guest_1048,hotel_363,21
guest_1048,hotel_194,22
guest_1048,hotel_273,23
guest_1048,hotel_42,24
guest_1048,hotel_74,25
guest_1048,hotel_72,26
guest_1048,hotel_152,27
guest_1048,hotel_308,28
guest_1048,hotel_369,29
guest_1048,hotel_32,30
guest_1048,hotel_40,31
guest_1048,hotel_102,32
guest_1048,hotel_315,33
guest_1048,hotel_389,34
guest_1048,hotel_169,35
guest_1048,hotel_306,36
guest_1048,hotel_160,37
guest_1048,hotel_276,38
guest_1048,hotel_95,39
guest_1048,hotel_116,40
guest_1048,hotel_330,41
guest_1048,hotel_104,42
guest_1049,hotel_279,1
guest_1049,hotel_332,2
guest_1049,hotel_232,3
guest_1049,hotel_231,4
guest_1049,hotel_392,5
guest_1049,hotel_96,6
guest_105,hotel_31,1
guest_105,hotel_3,2
guest_105,hotel_132,3
guest_105,hotel_254,4
guest_105,hotel_384,5
guest_105,hotel_96,6
guest_105,hotel_251,7
guest_105,hotel_203,8
guest_105,hotel_298,9
guest_105,hotel_363,10
guest_105,hotel_324,11
guest_1050,hotel_288,1
guest_1050,hotel_312,2
guest_1050,hotel_377,3
guest_1050,hotel_155,4
guest_1050,hotel_136,5
guest_1050,hotel_345,6
guest_1050,hotel_319,7
guest_1050,hotel_324,8
guest_1051,hotel_174,1
guest_1051,hotel_214,2
guest_1051,hotel_391,3
guest_1051,hotel_325,4
guest_1052,hotel_290,1
guest_1052,hotel_18,2
guest_1052,hotel_115,3
guest_1052,hotel_342,4
guest_1052,hotel_278,5
guest_1052,hotel_126,6
guest_1052,hotel_82,7
guest_1052,hotel_372,8
guest_1052,hotel_338,9
guest_1052,hotel_138,10
guest_1052,hotel_105,11
guest_1052,hotel_31,12
guest_1052,hotel_334,13
guest_1052,hotel_328,14
guest_1052,hotel_50,15
guest_1052,hotel_73,16
guest_1052,hotel_40,17
guest_1052,hotel_296,18
guest_1052,hotel_76,19
guest_1052,hotel_339,20
guest_1052,hotel_152,21
guest_1052,hotel_199,22
guest_1052,hotel_137,23
guest_1052,hotel_170,24
guest_1052,hotel_58,25
guest_1052,hotel_366,26
guest_1052,hotel_335,27
guest_1052,hotel_101,28
guest_1052,hotel_392,29
guest_1052,hotel_106,30
guest_1052,hotel_265,31
guest_1052,hotel_6,32
guest_1052,hotel_220,33
guest_1052,hotel_207,34
guest_1052,hotel_295,35
guest_1053,hotel_48,1
guest_1053,hotel_43,2
guest_1053,hotel_108,3
guest_1054,hotel_371,1
guest_1054,hotel_238,2
guest_1054,hotel_360,3
guest_1054,hotel_71,4
guest_1054,hotel_340,5
guest_1054,hotel_318,6
guest_1054,hotel_87,7
guest_1054,hotel_105,8
guest_1054,hotel_118,9
guest_1054,hotel_62,10
guest_1054,hotel_166,11
guest_1054,hotel_287,12
guest_1054,hotel_22,13
guest_1054,hotel_88,14
guest_1054,hotel_157,15
guest_1054,hotel_130,16
guest_1054,hotel_177,17
guest_1055,hotel_75,1
guest_1055,hotel_74,2
guest_1055,hotel_230,3
guest_1055,hotel_272,4
guest_1055,hotel_96,5
guest_1055,hotel_198,6
guest_1055,hotel_337,7
guest_1055,hotel_130,8
guest_1055,hotel_324,9
guest_1055,hotel_381,10
guest_1055,hotel_34,11
guest_1055,hotel_168,12
guest_1055,hotel_388,13
guest_1055,hotel_211,14
guest_1055,hotel_261,15
guest_1055,hotel_106,16
guest_1055,hotel_186,17
guest_1055,hotel_202,18
guest_1055,hotel_115,19
guest_1055,hotel_71,20
guest_1055,hotel_256,21
guest_1055,hotel_264,22
guest_1055,hotel_36,23
guest_1055,hotel_389,24
guest_1055,hotel_208,25
guest_1055,hotel_94,26
guest_1055,hotel_298,27
guest_1055,hotel_379,28
guest_1055,hotel_258,29
guest_1055,hotel_53,30
guest_1055,hotel_85,31
guest_1055,hotel_93,32
guest_1055,hotel_143,33
guest_1055,hotel_394,34
guest_1055,hotel_59,35
guest_1055,hotel_237,36
guest_1055,hotel_119,37
guest_1056,hotel_318,1
guest_1056,hotel_285,2
guest_1056,hotel_264,3
guest_1056,hotel_343,4
guest_1056,hotel_300,5
guest_1056,hotel_374,6
guest_1056,hotel_57,7
guest_1056,hotel_345,8
guest_1056,hotel_17,9
guest_1056,hotel_40,10
guest_1056,hotel_369,11
guest_1056,hotel_270,12
guest_1057,hotel_261,1
guest_1057,hotel_1,2
guest_1057,hotel_33,3
guest_1057,hotel_116,4
guest_1057,hotel_277,5
guest_1057,hotel_110,6
guest_1057,hotel_398,7
guest_1057,hotel_145,8
guest_1057,hotel_14,9
guest_1057,hotel_346,10
guest_1057,hotel_349,11
guest_1057,hotel_206,12
guest_1057,hotel_321,13
guest_1057,hotel_357,14
guest_1057,hotel_217,15
guest_1057,hotel_100,16
guest_1057,hotel_66,17
guest_1057,hotel_325,18
guest_1057,hotel_300,19
guest_1057,hotel_136,20
guest_1057,hotel_208,21
guest_1057,hotel_271,22
guest_1057,hotel_161,23
guest_1057,hotel_231,24
guest_1057,hotel_154,25
guest_1057,hotel_35,26
guest_1057,hotel_275,27
guest_1057,hotel_247,28
guest_1057,hotel_363,29
guest_1057,hotel_225,30
guest_1057,hotel_143,31
guest_1057,hotel_25,32
guest_1057,hotel_57,33
guest_1058,hotel_169,1
guest_1058,hotel_178,2
guest_1058,hotel_316,3
guest_1058,hotel_391,4
guest_1058,hotel_134,5
guest_1058,hotel_298,6
guest_1058,hotel_27,7
guest_1058,hotel_230,8
guest_1058,hotel_243,9
guest_1058,hotel_48,10
guest_1058,hotel_99,11
guest_1058,hotel_47,12
guest_1058,hotel_350,13
guest_1058,hotel_353,14
guest_1058,hotel_307,15
guest_1058,hotel_400,16
guest_1058,hotel_313,17
guest_1058,hotel_247,18
guest_1058,hotel_237,19
guest_1058,hotel_55,20
guest_1058,hotel_202,21
guest_1058,hotel_180,22
guest_1058,hotel_20,23
guest_1058,hotel_16,24
guest_1058,hotel_184,25
guest_1058,hotel_196,26
guest_1058,hotel_115,27
guest_1058,hotel_63,28
guest_1058,hotel_64,29
guest_1058,hotel_37,30
guest_1058,hotel_384,31
guest_1058,hotel_175,32
guest_1058,hotel_228,33
guest_1058,hotel_122,34
guest_1058,hotel_78,35
guest_1058,hotel_3,36
guest_1059,hotel_55,1
guest_1059,hotel_70,2
guest_1059,hotel_328,3
guest_1059,hotel_177,4
guest_1059,hotel_5,5
guest_1059,hotel_31,6
guest_1059,hotel_107,7
guest_1059,hotel_12,8
guest_1059,hotel_371,9
guest_1059,hotel_230,10
guest_1059,hotel_204,11
guest_1059,hotel_235,12
guest_1059,hotel_38,13
guest_1059,hotel_121,14
guest_1059,hotel_35,15
guest_1059,hotel_123,16
guest_1059,hotel_113,17
guest_1059,hotel_180,18
guest_1059,hotel_14,19
guest_1059,hotel_394,20
guest_1059,hotel_295,21
guest_1059,hotel_251,22
guest_1059,hotel_66,23
guest_1059,hotel_321,24
guest_1059,hotel_396,25
guest_1059,hotel_378,26
guest_1059,hotel_22,27
guest_1059,hotel_78,28
guest_1059,hotel_237,29
guest_106,hotel_281,1
guest_106,hotel_149,2
guest_106,hotel_271,3
guest_106,hotel_84,4
guest_106,hotel_35,5
guest_106,hotel_64,6
guest_106,hotel_32,7
guest_106,hotel_208,8
guest_106,hotel_213,9
guest_106,hotel_181,10
guest_106,hotel_112,11
guest_106,hotel_380,12
guest_106,hotel_12,13
guest_106,hotel_371,14
guest_106,hotel_241,15
guest_1060,hotel_69,1
guest_1060,hotel_61,2
guest_1060,hotel_261,3
guest_1060,hotel_197,4
guest_1060,hotel_270,5
guest_1060,hotel_384,6
guest_1060,hotel_36,7
guest_1060,hotel_249,8
guest_1060,hotel_68,9
guest_1060,hotel_321,10
guest_1060,hotel_3,11
guest_1060,hotel_281,12
guest_1060,hotel_42,13
guest_1060,hotel_115,14
guest_1060,hotel_138,15
guest_1060,hotel_189,16
guest_1060,hotel_95,17
guest_1060,hotel_243,18
guest_1060,hotel_11,19
guest_1060,hotel_254,20
guest_1060,hotel_192,21
guest_1060,hotel_390,22
guest_1060,hotel_224,23
guest_1060,hotel_107,24
guest_1060,hotel_395,25
guest_1060,hotel_301,26
guest_1060,hotel_165,27
guest_1060,hotel_76,28
guest_1060,hotel_44,29
guest_1061,hotel_317,1
guest_1061,hotel_241,2
guest_1061,hotel_83,3
guest_1061,hotel_53,4
guest_1061,hotel_199,5
guest_1061,hotel_73,6
guest_1061,hotel_164,7
guest_1061,hotel_70,8
guest_1061,hotel_152,9
guest_1061,hotel_125,10
guest_1061,hotel_327,11
guest_1061,hotel_104,12
guest_1061,hotel_347,13
guest_1061,hotel_252,14
guest_1061,hotel_188,15
guest_1061,hotel_375,16
guest_1061,hotel_38,17
guest_1061,hotel_96,18
guest_1061,hotel_39,19
guest_1061,hotel_169,20
guest_1061,hotel_392,21
guest_1061,hotel_185,22
guest_1061,hotel_237,23
guest_1061,hotel_45,24
guest_1061,hotel_201,25
guest_1061,hotel_67,26
guest_1061,hotel_146,27
guest_1061,hotel_92,28
guest_1061,hotel_177,29
guest_1061,hotel_273,30
guest_1061,hotel_341,31
guest_1061,hotel_272,32
guest_1061,hotel_101,33
guest_1061,hotel_27,34
guest_1061,hotel_55,35
guest_1061,hotel_100,36
guest_1061,hotel_91,37
guest_1061,hotel_179,38
guest_1061,hotel_279,39
guest_1061,hotel_222,40
guest_1062,hotel_81,1
guest_1062,hotel_378,2
guest_1062,hotel_303,3
guest_1062,hotel_128,4
guest_1062,hotel_10,5
guest_1062,hotel_49,6
guest_1062,hotel_185,7
guest_1062,hotel_147,8
guest_1062,hotel_88,9
guest_1062,hotel_24,10
guest_1062,hotel_164,11
guest_1062,hotel_291,12
guest_1062,hotel_261,13
guest_1062,hotel_169,14
guest_1062,hotel_332,15
guest_1062,hotel_69,16
guest_1062,hotel_359,17
guest_1062,hotel_243,18
guest_1062,hotel_244,19
guest_1062,hotel_98,20
guest_1062,hotel_398,21
guest_1062,hotel_284,22
guest_1062,hotel_239,23
guest_1062,hotel_113,24
guest_1062,hotel_38,25
guest_1062,hotel_9,26
guest_1062,hotel_352,27
guest_1063,hotel_229,1
guest_1063,hotel_337,2
guest_1063,hotel_361,3
guest_1063,hotel_148,4
guest_1063,hotel_396,5
guest_1063,hotel_262,6
guest_1064,hotel_145,1
guest_1064,hotel_269,2
guest_1064,hotel_160,3
guest_1064,hotel_237,4
guest_1064,hotel_130,5
guest_1064,hotel_225,6
guest_1064,hotel_171,7
guest_1064,hotel_384,8
guest_1064,hotel_342,9
guest_1064,hotel_335,10
guest_1064,hotel_338,11
guest_1064,hotel_210,12
guest_1064,hotel_102,13
guest_1064,hotel_295,14
guest_1064,hotel_199,15
guest_1064,hotel_247,16
guest_1064,hotel_379,17
guest_1064,hotel_61,18
guest_1064,hotel_359,19
guest_1064,hotel_217,20
guest_1064,hotel_183,21
guest_1065,hotel_252,1
guest_1065,hotel_253,2
guest_1065,hotel_95,3
guest_1065,hotel_313,4
guest_1065,hotel_83,5
guest_1065,hotel_159,6
guest_1065,hotel_116,7
guest_1065,hotel_375,8
guest_1065,hotel_104,9
guest_1065,hotel_288,10
guest_1065,hotel_322,11
guest_1065,hotel_243,12
guest_1065,hotel_86,13
guest_1065,hotel_46,14
guest_1065,hotel_323,15
guest_1065,hotel_210,16
guest_1065,hotel_103,17
guest_1065,hotel_147,18
guest_1065,hotel_14,19
guest_1065,hotel_364,20
guest_1065,hotel_189,21
guest_1065,hotel_300,22
guest_1065,hotel_123,23
guest_1065,hotel_151,24
guest_1065,hotel_94,25
guest_1065,hotel_74,26
guest_1065,hotel_367,27
guest_1065,hotel_339,28
guest_1065,hotel_190,29
guest_1065,hotel_277,30
guest_1065,hotel_132,31
guest_1065,hotel_204,32
guest_1065,hotel_216,33
guest_1065,hotel_162,34
guest_1065,hotel_195,35
guest_1065,hotel_101,36
guest_1065,hotel_297,37
guest_1065,hotel_271,38
guest_1065,hotel_257,39
guest_1065,hotel_213,40
guest_1065,hotel_254,41
guest_1065,hotel_68,42
guest_1065,hotel_12,43
guest_1065,hotel_185,44
guest_1065,hotel_78,45
guest_1066,hotel_7,1
guest_1066,hotel_205,2
guest_1066,hotel_355,3
guest_1066,hotel_325,4
guest_1066,hotel_132,5
guest_1066,hotel_175,6
guest_1066,hotel_123,7
guest_1066,hotel_27,8
guest_1066,hotel_251,9
guest_1066,hotel_228,10
guest_1066,hotel_25,11
guest_1066,hotel_296,12
guest_1066,hotel_75,13
guest_1066,hotel_124,14
guest_1066,hotel_9,15
guest_1066,hotel_130,16
guest_1066,hotel_181,17
guest_1066,hotel_24,18
guest_1066,hotel_328,19
guest_1066,hotel_35,20
guest_1066,hotel_159,21
guest_1066,hotel_78,22
guest_1066,hotel_39,23
guest_1066,hotel_388,24
guest_1066,hotel_350,25
guest_1066,hotel_81,26
guest_1066,hotel_274,27
guest_1066,hotel_358,28
guest_1066,hotel_337,29
guest_1066,hotel_354,30
guest_1066,hotel_89,31
guest_1066,hotel_293,32
guest_1066,hotel_191,33
guest_1066,hotel_239,34
guest_1066,hotel_111,35
guest_1067,hotel_255,1
guest_1067,hotel_135,2
guest_1067,hotel_305,3
guest_1067,hotel_308,4
guest_1067,hotel_238,5
guest_1067,hotel_55,6
guest_1067,hotel_138,7
guest_1067,hotel_99,8
guest_1067,hotel_118,9
guest_1067,hotel_122,10
guest_1067,hotel_87,11
guest_1067,hotel_396,12
guest_1067,hotel_69,13
guest_1067,hotel_339,14
guest_1067,hotel_81,15
guest_1067,hotel_283,16
guest_1068,hotel_184,1
guest_1068,hotel_176,2
guest_1068,hotel_108,3
guest_1068,hotel_328,4
guest_1068,hotel_271,5
guest_1068,hotel_2,6
guest_1068,hotel_287,7
guest_1068,hotel_97,8
guest_1068,hotel_15,9
guest_1068,hotel_207,10
guest_1068,hotel_38,11
guest_1068,hotel_113,12
guest_1068,hotel_388,13
guest_1068,hotel_216,14
guest_1068,hotel_289,15
guest_1068,hotel_180,16
guest_1068,hotel_96,17
guest_1068,hotel_382,18
guest_1068,hotel_171,19
guest_1068,hotel_303,20
guest_1068,hotel_92,21
guest_1068,hotel_373,22
guest_1068,hotel_72,23
guest_1068,hotel_245,24
guest_1068,hotel_45,25
guest_1068,hotel_364,26
guest_1068,hotel_68,27
guest_1068,hotel_125,28
guest_1068,hotel_363,29
guest_1068,hotel_218,30
guest_1068,hotel_36,31
guest_1068,hotel_208,32
guest_1068,hotel_260,33
guest_1068,hotel_337,34
guest_1068,hotel_175,35
guest_1068,hotel_173,36
guest_1068,hotel_356,37
guest_1068,hotel_130,38
guest_1068,hotel_270,39
guest_1068,hotel_278,40
guest_1068,hotel_201,41
guest_1068,hotel_214,42
guest_1068,hotel_55,43
guest_1068,hotel_203,44
guest_1068,hotel_224,45
guest_1068,hotel_192,46
guest_1069,hotel_181,1
guest_1069,hotel_59,2
guest_1069,hotel_91,3
guest_1069,hotel_167,4
guest_1069,hotel_235,5
guest_1069,hotel_63,6
guest_1069,hotel_242,7
guest_1069,hotel_225,8
guest_1069,hotel_367,9
guest_1069,hotel_347,10
guest_1069,hotel_208,11
guest_1069,hotel_215,12
guest_1069,hotel_23,13
guest_1069,hotel_301,14
guest_1069,hotel_290,15
guest_1069,hotel_265,16
guest_1069,hotel_358,17
guest_1069,hotel_362,18
guest_1069,hotel_295,19
guest_1069,hotel_116,20
guest_1069,hotel_333,21
guest_1069,hotel_130,22
guest_1069,hotel_272,23
guest_1069,hotel_142,24
guest_1069,hotel_18,25
guest_1069,hotel_129,26
guest_1069,hotel_88,27
guest_1069,hotel_276,28
guest_1069,hotel_177,29
guest_1069,hotel_228,30
guest_1069,hotel_253,31
guest_1069,hotel_40,32
guest_1069,hotel_263,33
guest_1069,hotel_45,34
guest_1069,hotel_309,35
guest_1069,hotel_33,36
guest_1069,hotel_157,37
guest_1069,hotel_136,38
guest_1069,hotel_101,39
guest_1069,hotel_77,40
guest_1069,hotel_262,41
guest_1069,hotel_37,42
guest_1069,hotel_118,43
guest_1069,hotel_239,44
guest_107,hotel_299,1
guest_107,hotel_86,2
guest_107,hotel_240,3
guest_107,hotel_128,4
guest_107,hotel_268,5
guest_107,hotel_297,6
guest_107,hotel_118,7
guest_107,hotel_174,8
guest_107,hotel_293,9
guest_107,hotel_289,10
guest_107,hotel_189,11
guest_107,hotel_97,12
guest_107,hotel_373,13
guest_107,hotel_255,14
guest_107,hotel_200,15
guest_107,hotel_79,16
guest_107,hotel_344,17
guest_107,hotel_317,18
guest_107,hotel_78,19
guest_107,hotel_389,20
guest_107,hotel_157,21
guest_107,hotel_199,22
guest_107,hotel_26,23
guest_107,hotel_156,24
guest_107,hotel_372,25
guest_107,hotel_139,26
guest_107,hotel_109,27
